recrutement,nom,datesClefs,logo,codePostal,titresMajeurs,administratif,description,effectifs,email,rue,ville,anneeCreation,statut,contacts,RCS,categorie,titresEnCours,telephone,actualite,url,adresse,NAF,fax,website,chiffreAffaire
,Mighty Rocket Studio,,http://www.afjv.com/img/logo2/mighty_rocket_studio.png,59200,,,Mighty Rocket Studio est un studio de développement de jeux vidéo pour consoles et PC créé par les ancien fondateurs d'Hydravision.,Information indisponible,contact@mightyrocketstudio.com,200 rue de Roubaix,Tourcoing,2013,SAS,François POTENTIER - Président,Lille Metropole B 791 648 793,Studios,,,,http://www.afjv.com/societe/720-mighty-rocket-studio.htm,200 rue de Roubaix 59200 Tourcoing,5829B - Edition de logiciels outils de développement et de langages,,http://www.mightyrocketstudio.com/,
,Micromania,,http://www.afjv.com/img/logo2/micromania.png,06560,,,"Micromania, leader de la distribution de jeu vidéo et 1er conseiller auprès des amateurs de jeux vidéo. Le réseau compte aujourd'hui 444 magasins. Micromania est également le premier employeur dans l'univers du jeu vidéo en France avec plus de 1500 collaborateurs. Depuis 2005, Micromania est présidé par Pierre CUILLERET, co-fondateur de The Phone House, et appartient au groupe GameStop depuis 2008. Gagnant rapidement des parts de marché, Micromania poursuit son développement avec 10 à 20 nouveaux magasins par an. Micromania est le 1er acteur français de la distribution à avoir œuvré dans le sens de l'élargissement du marché et de la vente de contenu dématérialisés en magasins. Depuis 30 ans MICROMANIA a su fidéliser des millions de joueurs grâce à sa Mégacarte.Pour trouver le magasin le plus proche de chez vous : www.micromania.fr/magasins.html",1559,,"2980, route des Crêtes",Valbonne,1998,SAS,"Philippe Renaudin - Directeur Marketing & Communication 
 Nicolas Bertrand - Directeur Général 
 Laurent Bouchard - Directeur Général Adjoint",Grasse B 418 096 392,Distributeurs,,04 92 94 36 00,"Micromania signe un partenariat avec l'Orange e-Ligue 117 janv. 2017 - Micromania et la LFP annoncent un partenariat dans le cadre de l'Orange e-Ligue 1. Ceci intervient deux mois après l'annonce de son lancement en partenariat avec EA Sports, un mois après l'accord ... 
 Micromania ouvre son premier magasin Zing dans Paris6 juil. 2016 - Entièrement dédiée aux produits dérivés de la Pop-Culture, cette nouvelle enseigne de magasins, lancée par Micromania, propose tous les produits issus des licences les plus prestigieuses. 
 Philippe Renaudin rejoint Micromania comme Dir. Marketing26 avr. 2016 - Dans le secteur du jeu vidéo, son expérience débute en 1993 lorsqu'il rejoint, à sa création, la toute nouvelle filiale française d'Electronic Arts en tant que responsable marketing. 
 Déja 500 000 téléchargements pour l'application Micromania4 fév. 2016 - Votre smartphone ou votre tablette constitue dorénavant un véritable passeport jeux vidéo connecté et devient le lien entre vous, les 433 magasins, et la marque Micromania. Grâce à l'application, ... 
 Micromania ouvre un second magasin Zing début décembre23 nov. 2015 - Ce plan de développement Zing vient en complément de la distribution des produits dérivés déjà présents dans les 431 magasins Micromania. D'autres ouvertures de magasins Zing sont prévues en France. 
 Micromania inaugure son premier magasin ""Zing""18 sept. 2015 - Gamestop, la maison mère de Micromania, affiche clairement sa volonté de devenir le leader mondial de la distribution de produits dérivés de la pop culture et des jeux vidéo. 
 Micromania lance Zing, les magasins dédiés à la Pop Culture9 sept. 2015 - Micromania, leader de la distribution du jeu vidéo, lance un concept de magasin unique en Europe : Zing. Les magasins Zing proposeront une expérience client complètement dédiée aux produits dérivés... 
 Micromania diffuse les conférences de l'E3 201515 juin 2015 - Micromania propose de regardez en live les conférences de presse des éditeurs et constructeurs, directement depuis le site internet Micromania.fr. Vous pourrez ainsi connaître les dates de sorties ... 
 Micromania fait son E3 à Paris. Ouverture de la billetterie7 mai 2015 - Le Micromania Game Show Special E3 souffle sa 5ème bougie. Les places sont en vente dès à présent sur www.micromania.fr au tarif de 5€ par personne. 5 ans déjà que Micromania offre une occasion ... 
 Micromania lance sa nouvelle application15 janv. 2015 - Cette nouvelle application devient votre véritable passeport jeux vidéo connecté ! C'est l'outil indispensable que tout joueur doit avoir en permanence dans sa poche. Plus besoin d'avoir sur vous ...",http://www.afjv.com/societe/357-micromania.htm,"2980, route des Crêtes 06560 Valbonne","4741Z - Commerce de détail d'ordinateurs, d'unités périphériques et de logiciels en magasin spécialisé",,http://www.micromania.fr,576390600
,Millenium - Gameo Consulting,,http://www.afjv.com/img/logo2/gameo_consulting.png,92300,,,"GAMEO CONSULTING est une agence de conseil et de communication spécialisée dans l’univers du jeu vidéo, propriétaire de la marque Millenium et du site www.millenium.org en particulier. La société travaille avec les sociétés de l'univers gaming, afin que leurs produits soient en adéquation avec les attentes des joueurs et que les joueurs reconnaissent la valeur et les bénéfices de ces produits..Aide à la R&D, notoriété de marque, marketing opérationnel, développement commercial, GAMEO CONSULTING met au service de ses clients son expertise unique du gaming pour les accompagner dans leurs actions sur ce secteur à fort potentiel.",31,contact@gameo-consulting.com,2 rue Paul Vaillant Couturier,Levallois Perret,2009,SAS,"Cédric Page - Direction 
 Romain Tixier - Marketing 
 Pierre-Lou Bogros - Marketing",Nanterre B 511 578 015,Prestataires,,,"Millenium champion d'Europe Call of Duty pour la 2e fois20 juil. 2016 - Composée de 4 joueurs (Dylan ""Madcat"" Daly, Tom ""Tommey"" Trewren, Swan ""Swanny"" Callum et Jordan ""Jurd"" Crowley), l'équipe Call of Duty de Millenium se qualifie pour la phase ""Monde"" de la ""COD* World 
 CWL Phase 2 : Millenium remporte la finale européenne19 juil. 2016 - Les Mindfreak et Envyus, représentant respectivement l'Australie / Nouvelle Zélande et l'Amérique du Nord ont également remporté la phase 2 de la Pro Division de leurs régions. 
 Millenium lance un site dédié pour suivre les Worlds de LoL7 oct. 2015 - Il s'agit de l'événement eSport le plus regardé au monde, atteignant des chiffres impressionnants comme lors de l'édition 2014 avec 40 000 personnes dans le World Cup Stadium de Séoul, et près de ... 
 Millenium eSport annonce un accord de sponsoring avec Orange18 sept. 2015 - Grâce au succès de ses équipes de joueurs professionnels, Millenium eSport touche un public de plus en plus large et se développe fortement à l'international. 
 Webedia a finalisé l'acquisition du site millenium.org6 fév. 2015 - S'adressant principalement aux joueurs passionnés, les "" gamers "", ainsi qu'aux amateurs de sport électroniques ou "" e-sport "", le portail millenium.org, créé en 2006 d'abord sous la forme d'une ... 
 5e édition de la Numericable M-House Cup15 déc. 2014 - Deux jours de compétition verront s'affronter cinq joueurs sélectionnés parmi l'élite mondiale ainsi que trois européens issus de qualifications en ligne. La Numericable M-House Cup sera également ... 
 Webedia lance IGN en France et au Brésil9 déc. 2014 - IGN constitue aujourd'hui la plus grande plateforme internet dédiée au divertissement et aux jeux vidéo, disposant désormais de 23 éditions internationales en 17 langues, et couvrant ainsi plus de ... 
 Webedia en négociations pour l'acquisition de millenium.org17 nov. 2014 - Cette acquisition permettra à Webedia de renforcer son leadership sur cette thématique, en couvrant l'ensemble de l'offre de contenus pour tous les joueurs, du jeu occasionnel au joueur averti.  
 Millenium annonce la Coupe de France de SKILL2 mai 2014 - Oyez, Oyez joueurs et fans de SKILL Special Force 2 ! Nous avons le plaisir de vous annoncer la création de la 1ère coupe de France SKILL. Les phases finales de ce tournoi seront retransmises en ... 
 e-sport : le Nouvel Observateur et Millenium s'associent13 nov. 2013 - Le Nouvel Observateur, un important site d'information avec plus de 7,5 millions de visiteurs uniques mensuels, et le site web Millenium, principale communauté des passionnés de jeux vidéo en ligne...",http://www.afjv.com/societe/673-millenium-gameo-consulting.htm,2 rue Paul Vaillant Couturier 92300 Levallois Perret,6391Z - Activités des agences de presse ,,http://www.gameo-consulting.com,2338400
,Millenium Studio,,http://www.afjv.com/img/logo2/millenium-studio.png,37540,,,"Start-up indépendante de développement de jeux vidéos, nous avons su rapidement cibler nos domaines d'excellence afin de construire avec une base solide notre entreprise tout en axant notre recrutement sur les jeunes diplômés.Motivés à travailler dans un esprit de Start-up et d'innovation, les employés de Millenium Studio se composent de développeurs, de game designers, de graphistes et de community managers. Notre objectif principal explique bien la diversité de ces effectifs.Nous faisons en effet partie des pré-curseurs du jeu en ligne free-to-play qui est notre domaine de prédilection.Nos employés sont tous spécialisés dans ce domaine et nous avons su faire bondir de 300% notre chiffre d'affaire chaque année grâce à cela.L'esprit Start-up de l'entreprise se caractérise bien sûr par le management très amical, par l'épanouissement de chacun de nos employés dans leur travail mais également par notre gestion communautaire.Fort d'une communauté internationale, nous consacrons la moitié de nos effectifs à la gestion de cette communauté, afin de contenter chaque personne utilisant nos services.En 2013 nous avons ouvert nos services à l’international, incluant plusieurs dizaines de pays.L'année 2014 sera l'occasion de retourner totalement sur le terrain de la création et de l'innovation, par la sortie prochaine de nos projets de jeux free-to-play en cross-platform.",Information indisponible,contact@millenium-studio.fr,2 avenue Pierre Gilles de Gennes,Saint Cyr sur Loire,2011,SARL unipersonnelle,"Anita SAVIGNARD - Gérant 
 Anthony MARTIN - Gérant",Tours B 530 051 143,Studios,,02 47 41 81 35,,http://www.afjv.com/societe/817-millenium-studio.htm,2 avenue Pierre Gilles de Gennes 37540 Saint Cyr sur Loire,6201Z - Programmation informatique,,https://www.facebook.com/Millenium.studio.france,351500
,Mi-clos Studio,,http://www.afjv.com/img/logo2/mi-clos-studio.png,69390,,,Label indépendant de production et création de jeux vidéo.,Information indisponible,michael.peiffert@miclos.com,31 rue du Guicholet,Millery,2014,SASU,Michael PEIFFERT - Président - michael.peiffert@miclos.com,Lyon B 807 475 470,Studios,,,,http://www.afjv.com/societe/914-mi-clos-studio.htm,31 rue du Guicholet 69390 Millery,6201Z - Programmation informatique,,http://www.miclos.com/,
,Midgar Studio,,http://www.afjv.com/img/logo2/midgar_studio.png,13330,,,"Midgar Studio est un studio de développement indépendant formé par quatre passionnés de jeux vidéo à Nîmes dans le sud de la France.Nous avons créé le studio en 2008 et travaillé sur de nombreux projets pour des clients ainsi que sur 3 productions maisons : Zeeek, jeu de plateforme musical sur mobile, Chatty, 1er chat 3D jouable directement depuis Facebook et  Le Secret des Poulpes de l’Espace, jeu de plateforme sur mobile.Nous hébergeons et collaborons avec Fusty Games, un autre studio indépendant nîmois qui développe actuellement Hover : Revolt of Gamers, un Parkour Game futuriste que nous avons accompagné avec succès sur Kickstarter en mai 2014.",6,,263 route de Lambesc,Pelissanne,2008,SARL,Jérémy ZELER-MAURY - Gérant,Salon B 504 124 884,Studios,,,"Midgar Studio s'associe à Dwarf Animation Studio17 mars 2015 - Grâce au succès en cours de son Kickstarter, Midgar Studio a d'ores et déjà non seulement financé la sortie de son JRPG Edge of Eternity sur de multiples plateformes, mais aussi débloqué des ... 
 Edge of Eternity financé en moins de 3 jours sur Kickstarter18 fév. 2015 - Lancé dimanche midi dans l'aventure du financement participatif sur Kickstarter, le projet Edge of Eternity avait déjà atteint son premier seuil de financement dans la soirée de mardi. 
 Lancement de la campagne Kickstarter pour Edge of Eternity16 fév. 2015 - Le studio indépendant français Midgar Studio sollicite les joueurs dans une campagne de financement participatif pour son projet de JRPG, à la fois hommage aux classiques et vision modernisée du genre 
 Le compositeur Yasunori Mitsuda rejoint Edge of Eternity9 fév. 2015 - Yasunori Mitsuda est l'un des plus grands compositeurs de musique de jeux vidéo au Japon avec un travail reconnu sur des jeux tesl que Chrono Trigger, Xenogears, Chrono Cross, Xenosaga, Soul ... 
 Hover : Revolt Of Gamers est lancé sur Kickstarter23 avr. 2014 - A mi-chemin entre l'univers déjanté de Jet Set Radio, l'interactivité d'un Mirror's Edge et inspiré par des films tels que le 5eme Element ou Star Wars, ""Hover: Revolt of Gamers"" se situe sur un ... 
 Midgar Studio lance ""Edge Of Eternity"" sur Kickstarter30 sept. 2013 - Edge Of Eternity vous plonge dans un univers unique et insolite. L'action se déroule dans un monde où les graphismes sont influencés par des ambiances Steampunk et Médiévales. Vous pourrez incarner...",http://www.afjv.com/societe/724-midgar-studio.htm,263 route de Lambesc 13330 Pelissanne,6202A - Conseil en systèmes et logiciels informatiques,,http://www.midgar-studio.com/,337700
,Metaboli,,http://www.afjv.com/img/logo2/metaboli.png,75011,,,"Créée en 2001, la société française Metaboli, est leader de la distribution digitale de jeux vidéo PC, et opère différentes plateformes de téléchargement de jeux via les marques Metaboli, Gamesplanet et Gametap.Lancée en 2002, Metaboli est un site pionnier en matière d’abonnement à un catalogue de jeux à télécharger. Est actuellement disponible aux membres un catalogue de plusieurs centaines de jeux vidéo parmi une sélection des meilleurs jeux PC issues des plus grands éditeurs. Les joueurs souscrivent à des formules d’abonnement mensuelles sans engagement permettant un accès illimité aux jeux du catalogue.Gamesplanet est une plateforme de vente de jeux vidéo par téléchargement proposant la plupart des nouveautés à un prix compétitif et sans contraintes.Par ailleurs, Metaboli opère aux Etats Unis le portail us.gametap.com qui propose aux joueurs américains les deux modèles de distribution cités plus haut.Elle propose également une offre d’abonnement premium sous la marque Gametap Club qui regroupe l’accès à un catalogue de jeux vidéo en accès illimité, par téléchargement ou via une solution de cloud gaming, ainsi que la vente à prix préférentiels de jeux en téléchargement, de jeux en boite par correspondance ou de matériel, y compris console.Metaboli est également la plateforme de référence utilisée par de nombreux fournisseurs internet, distributeurs ou portails de jeux vidéo y compris des éditeurs proposant de télécharger leurs titres depuis les sites officiels.",39,business@metaboli.fr,1 bis avenue de la République,Paris,2001,SA à Directoire,"Pierre FOREST - CEO 
 Thibaut de Robien - Co-Founder - VP Sales 
 Mario Utz - Sales Director 
 Elisabeth Peyraube - CFO",Paris B 438 915 415,Distributeurs,,01 44 90 80 90,"Une semaine de solde sur Gamesplanet, jusqu'à -95%20 juil. 2015 - Dès lundi 20 juillet, l'équipe Gamesplanet proposera les premiers jeux soldés à prix ultra compétitif avec notamment : Just Cause 2 de l'éditeur Square Enix à seulement 2,99€ au lieu de 14,99€. 
 Distribution : Gamesplanet signe avec CD Projekt Red4 mai 2015 - La signature de cet accord avec CD Projekt Red est remarquable à plus d'un titre : CD Projekt Red n'a signé qu'un nombre limité de partenariats de distribution ; le référencement de Gamesplanet ... 
 Lunar Sales : Des jeux vidéo soldés les nuits de pleine lune3 fév. 2015 - Au cours des soldes Lunar Sales, organisées de manière récurente sur Gamesplanet à partir de février 2015, les joueurs pourront profiter régulièrement de jeux cultes à prix indécents.  
 Lancement des soldes d'été Gamesplanet30 juil. 2014 - Du 29 juillet au 5 août, Gamesplanet et les plus grands éditeurs tels qu'Ubisoft, Sega, Electronic Arts, Activision, Focus Home Interactive proposent plus de 100 jeux cultes jusqu'à -80% 
 Gametap Club, une nouvelle plateforme de téléchargement25 sept. 2013 - Vous qui attendez impatiemment les sorties de Call of Duty Ghosts, Battlefield 4, Watchdogs ou encore Assassin's Creed IV, ne ratez pas le bon plan de l'année : GameTap Club vous offre le jeu ...",http://www.afjv.com/societe/352-metaboli.htm,1 bis avenue de la République 75011 Paris,4791A - Vente à distance sur catalogue général,,http://jouer.gametap.com/,12056300
,Memlog,,http://www.afjv.com/img/logo2/memlog.png,78630,,,"A la fois prestataire de services et éditeur, Memlog met à la disposition de ses clients des solutions fiables et performantes ainsi qu'une réelle expertise en matière de prestations informatiques.Spécialiste du jeu sur Internet, du casual gaming et du web dynamique, Memlog peut vous accompagner et vous conseiller dans vos projets de réalisations informatiques.",15,contact@memlog.com,"1560, route de Quarante Sous",Orgeval,2000,SAS,"Valery CATALOGNE - Présidente 
 René REDOUTE - Directeur - redoute@memlog.com",Versailles B 433 586 237,Studios,,01 34 01 24 34,,http://www.afjv.com/societe/546-memlog.htm,"1560, route de Quarante Sous 78630 Orgeval",6202A - Conseil en systèmes et logiciels informatiques,,http://www.memlog.com,980000
,Metidia,,http://www.afjv.com/img/logo2/metidia.png,75011,,,"4 associés et leur équipe mettent à profit l'ensemble de leurs compétences, mais aussi leur motivation, leur joie et leur passion pour rendre l'e-commerce plus amusant ! Nous voulons changer l'univers de l'achat en ligne grâce au jeu vidéo. Il sera à présent plus fun, plus pédagogique et plus social de consommer vos produits favoris !Fondée en 2012 et accompagnée par l'incubateur de Télécom SudParis, Paris Pionnières et des experts reconnus, Metidia se concentre sur son premier jeu vidéo sur le vin : Vinoga. Avec son ambition, l'équipe prépare également la montée en charge du jeu afin d'optimiser l'expérience de jeu, son internationalisation et une diversification du concept.Nos convictions sont : convivialité, partage et gourmandise.",Information indisponible,contact@metidia.com,26 rue du Chemin Vert,Paris,2013,SAS,"Oswald BERNARD - Président - oswald.bernard@metidia.com 
 Fanny GARRET - Directrice Générale - fanny.garret@metidia.com 
 Fabien BERNARD - Directeur Technique - fabien.bernard@metidia.com 
 Nicolas CARLO - VP of Engineering - nicolas.carlo@metidia.com 
 Hadrian SEMROUD - Lead Game Designer - hadrian.semroud@metidia.com",Evry B 750 649 147,Studios,,01 80 48 67 75,,http://www.afjv.com/societe/887-metidia.htm,26 rue du Chemin Vert 75011 Paris,5821Z - Édition de jeux électroniques,,http://metidia.com/,
,Microsoft France,,http://www.afjv.com/img/logo2/xbox.png,92130,,,"La division Grand Public et Opérateurs de Microsoft regroupe au sein d'une même entité les canaux de distribution des solutions grand public, en particulier Windows, Office, Windows Phone et Xbox / Kinect.Informations pour les développeurs - Développement de jeux Xbox, Windows (PC/Tablette), Web et Windows Phone : www.xbox.com/fr-FR/developers",1702,,"39, quai du président Roosevelt ",Issy les Moulineaux,1983,SAS,"Alain CROZIER - Président 
 David DUFOUR - Directeur marketing 
 Guillaume EPPE - Public & press relation manager 
 Olivier COLAS - Partenariats & événements Xbox 
 Nicolas GAUME - Developer eXperience Director",Nanterre B 327 733 184,Editeurs,,,"Dolby Atmos débarque sur Xbox One et Windows 1014 déc. 2016 - Dolby est heureux d'annoncer que Dolby Atmos débarque sur Xbox One et Windows 10, devenant ainsi la première console de jeux à supporter Dolby Atmos ! Sur les plateformes Xbox One et Windows 10, ... 
 Le line-up des jeux Microsoft Xbox pour la Paris Games Week27 oct. 2016 - Une quinzaine de jeux seront présentés et jouables sur plus de 100 stations, réparties sur les 700m² du stand Xbox. Les joueurs pourront retrouver certains des plus gros blockbusters de cette fin ... 
 Asobo accompagne le lancement de l'HoloLens Development16 oct. 2016 - Asobo Studio est fier d'annoncer aujourd'hui que trois de ses créations (Fragments, Young Conker et HoloTour) seront disponibles à la sortie de la Microsoft HoloLens Development Edition. 
 Record du monde de la course de jeu vidéo : Gagné ! 18 août 2016 - Cinq gamers viennent d'en finir avec un marathon de plus de 48 heures au volant d'une Ford GT de course sur Forza Motorsport 6, au sein du siège social européen de Ford. Ils ont ainsi battu le record  
 La Xbox One S arrivera en France le 2 août prochain18 juil. 2016 - La Xbox One S est la Xbox la plus fine jamais conçue, 40% plus petite que la Xbox One originale, et intègre désormais le bloc d'alimentation à la console. Au delà de l'esthétique, la Xbox One S ... 
 Les annonces de Microsoft : Xbox Play Anywhere, Xbox One S…13 juin 2016 - Microsoft annonce ainsi l'arrivée de nouvelles consoles dans la famille Xbox One, notamment ""la Xbox OneS "" ainsi que de nouvelles fonctionnalités Xbox Live, soutenues par le catalogue de jeux le ... 
 Apprendre à créer un jeu vidéo, Imagine Cup Junior est lancé2 mai 2016 - Ouverte aux enfants de 9 à 14 ans, Imagine Cup Junior est une initiation ludique à la programmation informatique et au code, pour les jeunes débutants ou passionnés, fille ou garçon du CM1 à la 3e. 
 Asobo Studio annonce la disponibilité de ses jeux Hololens14 avr. 2016 - Le développeur indépendant français Asobo Studio annonce aujourd'hui la disponibilité de ses créations holographiques exclusives au Microsoft HoloLens, le casque de réalité hybride de Microsoft. 
 Microsoft France lance la compétition Imagine Cup Junior13 avr. 2016 - Ouverte aux enfants de 9 à 14 ans, Imagine Cup Junior est une initiation ludique à la programmation informatique et au code, pour les jeunes débutant(e)s ou passionné(e)s, fille ou garçon du CM1 ... 
 Finale d'Imagine Cup 2016 : les talents français12 avr. 2016 - Après plusieurs mois de préparation, les lauréats de la 14ème édition d'Imagine Cup ont été désignés le 7 avril dernier lors de la finale française sur le Campus de Microsoft France.",http://www.afjv.com/societe/358-microsoft-france.htm,"39, quai du président Roosevelt  92130 Issy les Moulineaux","4614Z - Intermédiaires du commerce en machines, équipements industriels, navires et avions",,http://www.xbox.com,582483200
,Meltdown,,http://www.afjv.com/img/logo2/meltdown.png,75010,,,"Avec 16 bars ouverts dans 6 pays et de nombreux lancements prévus, Meltdown est la seule chaîne de bars eSport au monde. Lieu de rencontre privilégié pour les gamers, c’est avant tout un repaire de passionnés, que ce soit pour prendre un verre en regardant un stream ou encore pour profiter des ordinateurs et consoles en libre-accès. Chaque semaine, Meltdown pousse le concept encore plus loin en proposant des compétitions sur de nombreuses licences, et en vous proposant d’affronter les autres bars en France ou à l’international !",12,sophia@meltdown.bar,40 rue du château d'eau,Paris,2012,SARL,"Sophia METZ - CEO - sophia@meltdown.bar 
 Yung-Taïk SCHMITT - Responsable Événementiel - yungtaik@meltdown.bar 
 Luc METZ - Responsable franchises - luc@meltdown.bar",Paris B 750 986 218,Prestataires,,,"Le HTC Vive en test et démonstration dans les bars Meltdown8 nov. 2016 - Le mercredi 9 novembre, Vive, la plateforme de réalité virtuelle de HTC, va débuter une collaboration officielle avec Meltdown, la chaîne de bars eSports, pour permettre aux joueurs de tester son ... 
 Meltdown ouvre son 25e bar esport à Rennes21 oct. 2016 - Asociaux, les geeks ? C'est ce qu'est venu démentir le succès du Meltdown : en quelques années, cette chaîne de bars eSport est devenue le lieu de rencontre incontournable des gamers grâce à ses ... 
 Meltdown City Clash - CS : Go le 27 septembre16 sept. 2016 - Un nouveau rendez-vous eSport arrive le 27 Septembre 2016 prochain, avec le début d'une nouvelle saison du Meltdown City Clash. Pour cette édition, 16 bars eSport Meltdown vont se rendre coup pour ... 
 Acensi University League : les inscriptions sont ouvertes13 sept. 2016 - Des milliers d'étudiants qui s'affrontent sur League of Legends et Hearthstone, jeux emblématiques de la sphère eSport, tandis que des centaines de développeurs testent leurs compétences sur ... 
 Final Fantasy XIV s'invite dans les bars Meltdown1 sept. 2016 - Dans le cadre de ce partenariat, Final Fantasy XIV sera désormais disponible en libre accès dans l'ensemble des bars Meltdown en France et en Belgique sur PC et PlayStation 4. 
 La Gazette du Melt' - Quand l'eSport fait couler de l'encre22 août 2016 - Au programme du numéro 3 : Diabotical (le nouveau FPS qui promet de bousculer le genre), une toute nouvelle manière de jouer à StarCraft, et bien sûr les articles de fond de contributeurs ... 
 Finale de la Student Gaming League le 23 avril6 avr. 2016 - Après deux mois de compétition, la Student Gaming League touche à sa fin et ce n'est pas sans émotion que nous vous donnons rendez-vous pour la finale au Meltdown Paris le 23 avril prochain ! 
 Capital Games partenaire du Meldown bar et du Kawaii Café14 mars 2016 - Bénéficiez de la notoriété et des réseaux sociaux du Meltdown pour relayer votre événement. Privatisez le Meltdown pour vos rencontres avec la presse (privatisation en après-midi). 
 10 semaines de compétition LoL dans les bars Meltdown11 janv. 2016 - A compter du 14 janvier, tous les jeudis durant 10 semaines, 12 bars eSport Meltdown en Europe seront mis en compétition les uns avec les autres dans une grande compétition internationale sur LoL 
 Retrouvez Meltdown et TeamSpeak à la Paris Games Week19 oct. 2015 - Avec 100 m² axés sur la compétition, défiez des joueurs professionnels de légende sur les plus grandes licences du moment, et repartez avec des lots uniques ! Pour l'événement, les bars Meltdown ...",http://www.afjv.com/societe/900-meltdown.htm,40 rue du château d'eau 75010 Paris,5610A - Restauration traditionnelle,,http://www.meltdown.bar/,608500
,Megara Entertainment,,http://www.afjv.com/img/logo/_megara_entertainment.jpg,06400,,,"Dans le business depuis 2007, Megara Entertainment développe et vend des livres dont vous êtes le héros, des jeux de rôle pen-and-paper et des livres-jeux électroniques ... Nous sommes une société d'artistes et de concepteurs de jeux internationaux. Notre adresse principale est à Cannes, en France.",Information indisponible,contact@megara-entertainment.com,"37, rue d'Antibes",Cannes,2008,SARL,Mikael Louys - Gérant - mlouys@megara-entertainment.com,Cannes B 501 984 744,Studios,,06 29 67 07 96,,http://www.afjv.com/societe/350-megara-entertainment.htm,"37, rue d'Antibes 06400 Cannes", - ,04 93 39 42 77 ,http://megara-entertainment.com,12800
,Mega Games,,http://www.afjv.com/img/logo2/mega_games.png,49100,,,Mega Games vous propose :,18,megagames.angers@live.fr,74B rue Plantagenet,Angers,1996,SARL,Fabrice BERNIER - Gérant,Angers B 407 684 646,Distributeurs,,09.53.50.47.18,,http://www.afjv.com/societe/722-mega-games.htm,74B rue Plantagenet 49100 Angers,"4741Z - Commerce de détail d'ordinateurs, d'unités périphériques et de logiciels en magasin spécialisé ",,http://www.mega-games.fr/,3189000
,Manzalab,,http://www.afjv.com/img/logo2/manzalab.png,75001,,,"Créée en 2010, Manzalab compte parmi les ""champions français du serious game"" (IDATE).Son approche pédagogique se fonde sur l'Experiencing (apprentissage par l'expérience) et sur les dernières avancées en Neurosciences de l'apprentissage.Société en forte croissance, Manzalab produit des serious games sur-mesure ou sur étagère pour plus de 35 grands comptes dont Accenture, EDF, Orange, Publicis, Sanofi, SFR, Veolia.La société mène conjointement plusieurs projets d'avant-garde en R&D, en partenariat avec des instituts prestigieux : le CNRS, l'INSERM ou encore l'ENS Ulm.Les réalisations de Manzalab couvrent des domaines variés : jeux de management, de formation à la vente, applications santé ou encore simulations métier en milieu industriel. En matière de Réalité Virtuelle, Manzalab produit des réalisations de pointe, sélectionnées en 2016 par l'Innovation Center d’Accenture.Manzalab est également partenaire de Samsung France et de HTC Vive sur la VR.",35,contact@manzalab.com,108 rue Saint Honoré,Paris,2010,SAS,"Clément Merville - Président - cmerville@manzalab.com 
 Vincent Berlioz - Directeur Général - vberlioz@manzalab.com 
 Samy Malki - Directeur des Opérations - smalki@manzalab.com 
 Valérie Radelet - Directrice de Production - vradelet@manzalab.com",Paris B 529 232 720,Prestataires,,01 40 20 98 38,,http://www.afjv.com/societe/663-manzalab.htm,108 rue Saint Honoré 75001 Paris,6201Z - Programmation informatique,,http://www.manzalab.com,843000
